"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","683.4","684.4","2017/06/01 00:01:00","681.9","2017/06/01 15:48:00","10.9","17.0","2017/06/01 13:19:00","9.0","2017/06/01 05:41:00","81","44","2017/06/01 04:12:00","4.7","232","21.8","225","2017/06/01 17:40:00","11.5"
"02","682.6","684.9","2017/06/02 21:42:00","680.6","2017/06/02 02:22:00","9.6","11.5","2017/06/02 08:53:00","7.5","2017/06/02 23:34:00","98","83","2017/06/02 22:29:00","5.6","237","29.7","226","2017/06/02 10:47:00","199.0"
"03","684.3","685.5","2017/06/03 21:19:00","682.7","2017/06/03 01:12:00","9.8","12.2","2017/06/03 14:10:00","8.0","2017/06/04 00:00:00","100","94","2017/06/03 12:45:00","3.0","32","18.1","249","2017/06/03 00:41:00","211.0"
"04","685.6","687.9","2017/06/04 22:24:00","683.2","2017/06/04 04:41:00","9.4","12.2","2017/06/04 11:26:00","8.1","2017/06/04 04:38:00","99","84","2017/06/04 23:50:00","3.4","242","19.0","242","2017/06/04 04:58:00","28.0"
"05","688.0","689.8","2017/06/05 22:28:00","686.4","2017/06/05 02:09:00","10.5","14.3","2017/06/05 12:07:00","8.4","2017/06/05 18:30:00","88","51","2017/06/05 22:06:00","2.1","216","9.1","218","2017/06/05 20:06:00","0.5"
"06","689.9","691.1","2017/06/06 22:20:00","688.7","2017/06/06 03:13:00","11.9","17.2","2017/06/06 09:55:00","8.5","2017/06/06 05:04:00","74","51","2017/06/06 02:45:00","1.9","206","9.4","214","2017/06/06 01:31:00","0.5"
"07","690.1","691.1","2017/06/07 10:15:00","689.3","2017/06/07 17:11:00","11.1","16.2","2017/06/07 12:05:00","8.0","2017/06/07 22:32:00","84","51","2017/06/07 04:42:00","1.4","17","7.6","168","2017/06/07 18:17:00","12.5"
"08","689.9","690.8","2017/06/08 10:43:00","688.7","2017/06/08 17:10:00","10.8","16.3","2017/06/08 10:14:00","7.8","2017/06/08 23:30:00","86","56","2017/06/08 00:06:00","1.5","218","5.9","217","2017/06/08 22:39:00","1.0"
"09","689.5","690.3","2017/06/09 22:14:00","688.6","2017/06/09 15:42:00","10.2","15.7","2017/06/09 08:51:00","7.4","2017/06/09 05:34:00","88","54","2017/06/09 06:40:00","1.6","267","6.2","209","2017/06/09 00:12:00","11.5"
"10","689.0","689.9","2017/06/10 00:01:00","688.4","2017/06/10 15:47:00","11.1","18.0","2017/06/10 11:07:00","7.8","2017/06/10 02:23:00","86","63","2017/06/10 09:47:00","2.3","209","10.4","217","2017/06/10 05:16:00","0.0"
"11","688.7","689.5","2017/06/11 23:00:00","687.7","2017/06/11 16:17:00","11.6","19.9","2017/06/11 14:16:00","8.3","2017/06/11 21:50:00","77","33","2017/06/11 04:57:00","2.9","220","15.0","221","2017/06/11 22:14:00","11.5"
"12","688.6","689.8","2017/06/12 22:58:00","687.0","2017/06/12 16:33:00","10.5","18.1","2017/06/12 13:44:00","7.7","2017/06/12 18:01:00","90","69","2017/06/12 13:52:00","3.9","216","16.4","226","2017/06/12 17:05:00","8.5"
"13","688.2","689.4","2017/06/13 00:08:00","686.5","2017/06/13 23:52:00","9.0","11.8","2017/06/13 09:49:00","7.8","2017/06/13 22:40:00","98","81","2017/06/13 15:28:00","4.3","217","18.7","225","2017/06/13 14:53:00","1.5"
"14","686.0","687.4","2017/06/14 21:09:00","684.4","2017/06/14 11:44:00","8.5","10.5","2017/06/14 11:14:00","7.2","2017/06/14 22:02:00","100","92","2017/06/14 10:34:00","6.2","224","27.5","226","2017/06/14 20:38:00","67.5"
"15","685.9","686.7","2017/06/15 10:55:00","684.8","2017/06/15 00:45:00","9.2","11.2","2017/06/15 15:07:00","7.4","2017/06/15 00:28:00","100","90","2017/06/15 15:13:00","3.6","256","20.3","214","2017/06/15 00:32:00","89.5"
"16","684.7","686.0","2017/06/16 00:11:00","683.2","2017/06/16 14:34:00","8.6","9.9","2017/06/16 17:57:00","7.3","2017/06/16 07:56:00","100","91","2017/06/16 22:52:00","4.8","223","21.0","238","2017/06/16 20:35:00","19.5"
"17","683.9","685.4","2017/06/17 21:21:00","682.1","2017/06/17 05:48:00","9.1","11.8","2017/06/17 14:29:00","7.9","2017/06/17 22:18:00","99","92","2017/06/17 01:29:00","4.4","231","22.1","219","2017/06/17 03:53:00","67.5"
"18","684.8","686.3","2017/06/18 22:44:00","683.5","2017/06/18 17:47:00","8.2","11.0","2017/06/18 11:20:00","6.1","2017/06/18 19:16:00","100","86","2017/06/18 20:19:00","4.1","221","22.4","234","2017/06/18 17:47:00","15.5"
"19","685.4","686.6","2017/06/19 21:44:00","684.2","2017/06/19 14:21:00","7.2","9.2","2017/06/19 19:18:00","5.8","2017/06/19 16:17:00","95","64","2017/06/19 23:09:00","6.5","219","25.3","231","2017/06/19 22:36:00","4.5"
"20","685.3","686.6","2017/06/20 21:52:00","684.1","2017/06/20 04:03:00","7.6","10.5","2017/06/20 19:35:00","6.0","2017/06/20 19:06:00","89","57","2017/06/20 22:45:00","4.2","217","19.2","209","2017/06/20 19:19:00","0.5"
"21","686.7","688.5","2017/06/21 22:08:00","685.1","2017/06/21 05:33:00","9.1","13.3","2017/06/21 14:36:00","6.7","2017/06/21 01:57:00","89","51","2017/06/21 06:02:00","4.3","221","19.9","224","2017/06/21 05:34:00","0.0"
"22","689.0","690.3","2017/06/22 22:56:00","687.5","2017/06/22 04:56:00","11.8","18.2","2017/06/22 12:52:00","7.5","2017/06/22 00:12:00","68","45","2017/06/22 07:09:00","3.0","210","13.4","235","2017/06/22 04:54:00","0.0"
"23","688.8","690.1","2017/06/23 00:01:00","687.5","2017/06/23 17:07:00","12.7","18.8","2017/06/23 10:01:00","9.6","2017/06/23 21:57:00","71","39","2017/06/23 07:48:00","1.4","197","5.7","234","2017/06/23 14:34:00","0.0"
"24","687.4","688.6","2017/06/25 00:00:00","686.6","2017/06/24 15:53:00","12.9","19.4","2017/06/24 11:10:00","8.9","2017/06/24 02:15:00","75","36","2017/06/24 06:45:00","1.8","214","7.8","222","2017/06/24 21:46:00","0.0"
"25","687.3","688.4","2017/06/25 22:21:00","686.5","2017/06/25 03:21:00","11.3","18.3","2017/06/25 11:07:00","8.5","2017/06/25 18:47:00","81","56","2017/06/25 04:47:00","2.8","221","15.9","225","2017/06/25 19:51:00","0.0"
"26","688.3","689.5","2017/06/26 21:35:00","687.2","2017/06/26 02:03:00","11.2","17.6","2017/06/26 12:13:00","7.9","2017/06/26 02:28:00","83","61","2017/06/26 08:14:00","2.4","249","14.4","223","2017/06/26 22:01:00","0.0"
"27","689.5","690.8","2017/06/27 22:28:00","688.1","2017/06/27 03:56:00","11.4","18.3","2017/06/27 10:53:00","7.8","2017/06/27 01:05:00","75","44","2017/06/27 21:52:00","2.1","209","14.5","217","2017/06/27 04:17:00","0.0"
"28","690.1","690.9","2017/06/28 21:31:00","689.4","2017/06/28 17:14:00","10.7","17.6","2017/06/28 09:59:00","6.8","2017/06/28 21:44:00","71","45","2017/06/28 09:36:00","1.8","205","8.5","226","2017/06/28 17:10:00","9.0"
"29","689.5","690.5","2017/06/29 09:16:00","688.6","2017/06/29 16:42:00","9.9","16.7","2017/06/29 10:14:00","6.4","2017/06/29 00:16:00","77","54","2017/06/29 05:37:00","1.7","206","10.4","218","2017/06/29 23:36:00","0.5"
"30","688.5","689.2","2017/06/30 22:00:00","687.2","2017/06/30 16:00:00","9.9","18.9","2017/06/30 11:24:00","6.3","2017/06/30 01:52:00","82","49","2017/06/30 11:31:00","1.9","218","8.8","217","2017/06/30 04:32:00","35.0"
