"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","688.6","690.1","2020/12/01 09:52:00","687.1","2020/12/01 15:14:00","2.7","8.3","2020/12/01 12:57:00","-0.5","2020/12/01 21:21:00","95","8","2020/12/02 00:00:00","2.5","208","17.1","234","2020/12/01 08:39:00","1.5"
"02","687.2","688.4","2020/12/02 09:28:00","686.3","2020/12/02 14:57:00","5.0","13.2","2020/12/02 11:37:00","0.9","2020/12/02 04:22:00","67","3","2020/12/02 00:11:00","3.4","208","12.2","215","2020/12/02 22:04:00","0.0"
"03","686.9","687.7","2020/12/03 08:47:00","686.0","2020/12/03 15:35:00","6.4","13.1","2020/12/03 13:59:00","3.9","2020/12/03 00:13:00","96","70","2020/12/03 13:36:00","3.3","214","14.4","221","2020/12/03 11:28:00","0.5"
"04","686.5","687.6","2020/12/04 09:26:00","685.8","2020/12/04 14:20:00","5.3","11.5","2020/12/04 12:59:00","2.8","2020/12/04 19:08:00","95","70","2020/12/04 12:43:00","3.1","215","12.6","219","2020/12/04 22:15:00","0.0"
"05","687.7","688.8","2020/12/05 10:01:00","686.2","2020/12/05 01:42:00","5.2","13.0","2020/12/05 12:39:00","2.2","2020/12/05 01:33:00","92","64","2020/12/05 12:10:00","4.0","205","14.1","218","2020/12/05 07:13:00","0.5"
"06","688.7","689.7","2020/12/06 22:50:00","687.7","2020/12/06 05:08:00","5.4","11.9","2020/12/06 10:50:00","2.0","2020/12/06 04:47:00","91","68","2020/12/06 10:42:00","3.3","216","11.9","205","2020/12/06 16:09:00","0.5"
"07","690.0","691.1","2020/12/07 09:26:00","689.0","2020/12/07 02:36:00","6.2","12.0","2020/12/07 12:58:00","4.1","2020/12/07 04:57:00","96","73","2020/12/07 12:58:00","3.2","202","10.2","215","2020/12/07 03:23:00","0.0"
"08","688.9","690.2","2020/12/09 00:00:00","687.5","2020/12/08 15:27:00","6.7","8.6","2020/12/08 10:49:00","5.5","2020/12/08 00:04:00","100","97","2020/12/08 13:33:00","3.0","204","12.8","212","2020/12/08 10:20:00","3.5"
"09","687.7","688.9","2020/12/09 08:54:00","686.6","2020/12/09 14:57:00","6.6","9.0","2020/12/09 10:21:00","5.5","2020/12/09 16:45:00","99","92","2020/12/09 05:53:00","2.3","214","15.0","234","2020/12/09 03:01:00","44.0"
"10","688.0","689.1","2020/12/10 09:18:00","686.9","2020/12/10 15:02:00","7.0","13.2","2020/12/10 11:27:00","4.5","2020/12/10 20:10:00","96","73","2020/12/10 13:10:00","2.6","220","14.4","233","2020/12/10 22:55:00","4.5"
"11","687.2","688.7","2020/12/11 09:20:00","685.9","2020/12/11 16:22:00","5.8","9.5","2020/12/11 13:43:00","2.9","2020/12/11 22:47:00","100","89","2020/12/11 23:43:00","3.0","218","17.3","215","2020/12/11 19:48:00","2.0"
"12","684.8","686.6","2020/12/12 00:15:00","683.1","2020/12/12 23:51:00","3.8","10.6","2020/12/12 13:14:00","0.5","2020/12/12 22:03:00","83","30","2020/12/12 23:53:00","4.9","221","21.4","231","2020/12/12 22:42:00","0.0"
"13","684.6","686.3","2020/12/13 22:45:00","682.7","2020/12/13 03:58:00","3.6","7.8","2020/12/13 14:42:00","0.3","2020/12/13 08:13:00","64","17","2020/12/13 02:58:00","5.1","243","22.1","228","2020/12/13 02:06:00","0.0"
"14","686.5","687.6","2020/12/14 09:22:00","684.9","2020/12/14 00:41:00","4.1","9.6","2020/12/14 13:33:00","2.6","2020/12/14 07:10:00","86","70","2020/12/14 11:00:00","3.6","237","17.2","227","2020/12/14 22:44:00","0.0"
"15","687.1","688.5","2020/12/15 09:57:00","685.9","2020/12/15 14:22:00","3.6","8.2","2020/12/15 09:52:00","1.6","2020/12/15 23:47:00","91","69","2020/12/15 09:19:00","3.8","231","19.8","224","2020/12/15 19:49:00","0.5"
"16","687.4","688.9","2020/12/16 09:43:00","686.4","2020/12/16 15:02:00","1.7","4.2","2020/12/16 12:07:00","0.8","2020/12/16 22:11:00","99","90","2020/12/16 15:12:00","3.5","253","15.0","224","2020/12/16 04:38:00","2.0"
"17","686.8","688.1","2020/12/17 09:53:00","685.7","2020/12/17 04:23:00","2.0","5.8","2020/12/17 12:41:00","0.7","2020/12/17 05:46:00","89","73","2020/12/17 23:21:00","3.8","238","16.5","226","2020/12/17 04:32:00","0.0"
"18","687.9","689.1","2020/12/18 09:33:00","686.5","2020/12/18 02:34:00","2.7","11.1","2020/12/18 12:48:00","-0.3","2020/12/18 04:13:00","85","59","2020/12/18 10:33:00","2.8","237","15.5","225","2020/12/18 00:18:00","0.0"
