"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","684.5","685.4","2016/09/01 20:34:00","683.7","2016/09/01 14:58:00","10.9","16.4","2016/09/01 12:27:00","8.5","2016/09/01 19:25:00","81","59","2016/09/01 12:45:00","2.0","338","10.5","210","2016/09/01 23:49:00","0.0"
"02","684.6","685.9","2016/09/02 21:50:00","683.7","2016/09/02 04:25:00","10.5","14.5","2016/09/02 10:14:00","8.7","2016/09/02 00:46:00","92","71","2016/09/02 05:34:00","1.7","23","8.2","220","2016/09/02 00:12:00","14.5"
"03","685.2","686.6","2016/09/03 21:15:00","683.8","2016/09/03 04:36:00","10.4","14.7","2016/09/03 11:47:00","8.7","2016/09/03 02:26:00","95","76","2016/09/03 10:31:00","1.8","53","8.9","174","2016/09/03 23:57:00","45.0"
"04","686.2","687.2","2016/09/04 21:16:00","684.9","2016/09/04 03:03:00","10.7","16.3","2016/09/04 15:52:00","8.2","2016/09/04 04:35:00","94","66","2016/09/04 15:53:00","3.5","188","9.9","191","2016/09/04 00:12:00","0.0"
"05","687.0","688.0","2016/09/05 21:50:00","685.7","2016/09/05 02:31:00","11.5","18.1","2016/09/05 11:48:00","8.4","2016/09/05 00:40:00","88","67","2016/09/05 23:49:00","2.5","201","10.8","189","2016/09/05 00:29:00","0.0"
"06","687.3","688.4","2016/09/06 09:50:00","686.4","2016/09/06 04:42:00","10.8","16.7","2016/09/06 12:55:00","8.1","2016/09/06 04:38:00","91","69","2016/09/06 08:46:00","2.1","197","6.9","198","2016/09/06 07:41:00","7.0"
"07","687.0","687.7","2016/09/07 22:26:00","686.0","2016/09/07 15:07:00","10.2","14.3","2016/09/07 13:21:00","8.8","2016/09/07 05:14:00","100","84","2016/09/07 04:33:00","3.4","207","12.8","221","2016/09/07 23:34:00","0.5"
"08","687.4","688.4","2016/09/08 20:29:00","685.8","2016/09/08 02:30:00","10.0","14.4","2016/09/08 13:16:00","8.2","2016/09/08 04:49:00","100","92","2016/09/08 13:27:00","3.1","203","14.8","211","2016/09/08 00:16:00","1.0"
"09","687.9","688.7","2016/09/09 10:12:00","687.0","2016/09/09 03:56:00","10.1","14.5","2016/09/09 12:04:00","8.5","2016/09/09 03:18:00","100","87","2016/09/09 03:21:00","1.8","201","9.2","223","2016/09/09 04:49:00","93.5"
"10","687.7","688.6","2016/09/10 21:23:00","686.8","2016/09/10 15:57:00","10.0","13.8","2016/09/10 10:10:00","8.3","2016/09/10 05:54:00","97","78","2016/09/10 08:50:00","2.0","198","8.5","217","2016/09/10 19:27:00","10.0"
"11","688.2","689.4","2016/09/11 22:13:00","687.4","2016/09/11 03:49:00","10.3","15.3","2016/09/11 10:47:00","7.3","2016/09/11 23:59:00","86","53","2016/09/11 07:41:00","2.5","201","8.7","212","2016/09/11 18:12:00","0.0"
"12","689.3","690.5","2016/09/12 22:01:00","688.3","2016/09/12 02:24:00","10.9","17.1","2016/09/12 10:37:00","6.9","2016/09/12 01:31:00","83","51","2016/09/12 07:30:00","1.5","1","7.4","213","2016/09/12 01:47:00","0.0"
"13","688.2","--","--","--","--","10.5","--","--","--","--","91","--","--","3.0","150","--","--","--","6.5"
"14","681.3","685.9","2016/09/14 00:09:00","675.2","2016/09/14 15:49:00","8.8","9.3","2016/09/14 02:28:00","7.7","2016/09/14 13:14:00","100","99","2016/09/14 04:39:00","9.9","183","33.9","200","2016/09/14 15:47:00","82.0"
"15","684.7","--","--","--","--","8.4","--","--","--","--","100","--","--","4.5","200","--","--","--","17.5"
"16","685.6","687.1","2016/09/16 09:47:00","684.0","2016/09/16 23:58:00","9.4","15.7","2016/09/16 11:33:00","6.3","2016/09/16 00:52:00","94","73","2016/09/16 11:38:00","3.3","197","14.2","209","2016/09/16 05:08:00","1.0"
"17","682.3","684.3","2016/09/17 00:02:00","680.4","2016/09/17 13:15:00","9.5","11.3","2016/09/17 08:35:00","8.3","2016/09/17 20:38:00","100","97","2016/09/17 12:12:00","3.2","278","16.0","337","2016/09/17 13:44:00","63.5"
"18","685.1","686.4","2016/09/18 20:59:00","683.5","2016/09/18 01:13:00","9.6","12.9","2016/09/18 11:47:00","7.6","2016/09/18 23:14:00","99","85","2016/09/18 23:25:00","2.2","156","9.8","254","2016/09/18 06:52:00","41.0"
"19","685.8","--","--","--","--","9.5","--","--","--","--","89","--","--","1.7","211","--","--","--","0.5"
"20","687.7","--","--","--","--","8.4","--","--","--","--","93","--","--","2.3","207","--","--","--","0.0"
"21","689.6","--","--","--","--","7.9","--","--","--","--","95","--","--","3.6","203","--","--","--","0.0"
"22","689.8","690.7","2016/09/22 09:56:00","689.2","2016/09/22 14:19:00","9.5","17.6","2016/09/22 11:00:00","5.7","2016/09/23 00:00:00","75","41","2016/09/22 04:24:00","1.9","153","6.1","190","2016/09/22 23:57:00","0.0"
"23","689.1","690.2","2016/09/23 10:09:00","688.0","2016/09/23 15:36:00","9.1","12.7","2016/09/23 15:13:00","6.3","2016/09/23 03:15:00","96","69","2016/09/23 08:17:00","2.0","197","7.5","186","2016/09/23 00:40:00","0.0"
"24","688.4","689.4","2016/09/24 10:08:00","687.5","2016/09/24 15:25:00","9.8","14.6","2016/09/24 15:31:00","7.1","2016/09/24 01:14:00","91","56","2016/09/24 20:55:00","1.9","195","7.0","212","2016/09/24 01:48:00","0.5"
