"觀測時間(day)","測站氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)"
"ObsTime","StnPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp"
"01","689.5","690.6","2020/06/01 11:35:00","688.6","2020/06/01 03:36:00","9.6","14.8","2020/06/01 10:28:00","7.2","2020/06/01 01:39:00","91","72","2020/06/01 02:39:00","3.0","218","14.3","218","2020/06/01 02:13:00","0.5"
"02","689.2","690.3","2020/06/02 09:46:00","688.2","2020/06/02 16:36:00","10.7","17.9","2020/06/02 11:17:00","7.6","2020/06/02 22:08:00","80","57","2020/06/02 08:21:00","2.9","216","12.8","225","2020/06/02 01:02:00","0.0"
"03","688.4","689.5","2020/06/03 09:51:00","687.2","2020/06/03 16:52:00","11.2","17.6","2020/06/03 11:47:00","7.6","2020/06/03 00:49:00","58","33","2020/06/03 21:20:00","3.0","207","16.6","225","2020/06/03 19:56:00","0.0"
"04","688.2","689.2","2020/06/04 22:45:00","687.2","2020/06/04 03:05:00","11.2","16.5","2020/06/04 10:47:00","8.3","2020/06/04 18:12:00","60","36","2020/06/04 00:06:00","2.3","236","12.6","254","2020/06/04 19:28:00","0.0"
"05","687.7","688.7","2020/06/05 00:01:00","686.4","2020/06/05 17:12:00","10.8","17.8","2020/06/05 11:01:00","7.3","2020/06/05 23:55:00","73","38","2020/06/05 00:45:00","2.7","208","13.9","223","2020/06/05 21:15:00","0.0"
"06","686.7","687.8","2020/06/06 09:18:00","685.4","2020/06/06 18:03:00","9.1","14.1","2020/06/06 09:08:00","6.9","2020/06/06 23:30:00","93","61","2020/06/06 03:59:00","4.3","221","21.2","228","2020/06/06 22:51:00","5.5"
"07","686.2","687.1","2020/06/07 09:13:00","684.8","2020/06/07 17:14:00","8.1","11.3","2020/06/07 11:57:00","6.9","2020/06/08 00:00:00","100","91","2020/06/07 00:16:00","3.1","204","19.8","239","2020/06/07 00:16:00","12.5"
"08","686.7","688.2","2020/06/08 22:29:00","685.1","2020/06/08 02:53:00","8.2","11.0","2020/06/08 10:19:00","7.1","2020/06/08 20:00:00","100","85","2020/06/08 20:35:00","3.6","230","20.6","229","2020/06/08 20:19:00","14.0"
"09","687.6","689.1","2020/06/09 23:36:00","686.2","2020/06/09 18:39:00","8.2","11.7","2020/06/09 11:28:00","7.1","2020/06/09 16:57:00","100","93","2020/06/09 23:37:00","3.3","221","19.8","228","2020/06/09 18:31:00","11.0"
"10","688.4","689.4","2020/06/10 10:35:00","687.6","2020/06/10 02:18:00","9.6","14.2","2020/06/10 09:56:00","7.2","2020/06/10 02:53:00","74","34","2020/06/10 21:58:00","2.9","230","14.7","218","2020/06/10 00:17:00","0.0"
"11","688.0","688.8","2020/06/11 22:19:00","687.2","2020/06/11 14:58:00","10.8","15.5","2020/06/11 10:44:00","8.2","2020/06/11 19:07:00","64","32","2020/06/11 20:38:00","1.8","211","10.0","223","2020/06/11 02:46:00","0.0"
"12","687.8","688.9","2020/06/12 22:11:00","686.7","2020/06/12 17:48:00","11.4","21.6","2020/06/12 12:15:00","8.1","2020/06/12 02:26:00","74","33","2020/06/12 00:17:00","2.2","216","9.7","214","2020/06/12 19:10:00","0.0"
"13","688.9","691.0","2020/06/13 22:11:00","686.9","2020/06/13 02:39:00","12.0","20.6","2020/06/13 13:20:00","8.1","2020/06/13 23:19:00","82","51","2020/06/13 12:19:00","2.6","211","14.1","205","2020/06/13 23:21:00","10.0"
"14","690.9","692.2","2020/06/14 22:20:00","689.2","2020/06/14 02:31:00","11.7","19.6","2020/06/14 11:46:00","7.8","2020/06/14 05:10:00","87","62","2020/06/14 10:33:00","2.3","215","14.1","213","2020/06/14 01:43:00","0.0"
"15","691.0","692.1","2020/06/16 00:00:00","690.2","2020/06/15 15:33:00","11.8","19.8","2020/06/15 11:45:00","8.3","2020/06/15 04:58:00","73","46","2020/06/15 10:03:00","2.0","209","8.8","220","2020/06/15 18:49:00","0.5"
"16","689.5","690.7","2020/06/16 00:05:00","688.5","2020/06/16 15:43:00","11.6","16.9","2020/06/16 09:27:00","8.6","2020/06/16 23:59:00","75","49","2020/06/16 20:49:00","1.2","174","5.5","218","2020/06/16 14:31:00","0.0"
"17","688.7","690.1","2020/06/17 21:59:00","687.5","2020/06/17 03:08:00","11.7","18.1","2020/06/17 10:31:00","7.3","2020/06/17 01:08:00","70","38","2020/06/17 20:45:00","2.1","215","9.1","216","2020/06/17 03:04:00","0.0"
"18","688.9","689.7","2020/06/18 22:13:00","687.8","2020/06/18 03:36:00","13.0","18.6","2020/06/18 12:27:00","9.0","2020/06/18 00:34:00","48","28","2020/06/18 04:51:00","2.2","220","9.2","220","2020/06/18 01:21:00","0.0"
"19","689.2","690.1","2020/06/19 22:02:00","688.4","2020/06/19 04:24:00","12.4","18.6","2020/06/19 11:04:00","8.6","2020/06/19 23:36:00","63","17","2020/06/19 04:54:00","1.6","242","5.1","218","2020/06/19 00:13:00","0.0"
"20","688.5","689.5","2020/06/20 00:02:00","687.7","2020/06/20 16:16:00","11.9","18.4","2020/06/20 12:02:00","7.9","2020/06/20 01:58:00","67","39","2020/06/20 20:06:00","1.5","227","6.5","251","2020/06/20 20:48:00","0.0"
"21","686.9","688.1","2020/06/21 00:01:00","685.6","2020/06/21 16:51:00","11.9","17.6","2020/06/21 09:30:00","8.6","2020/06/21 16:54:00","63","45","2020/06/21 01:11:00","1.8","200","11.3","221","2020/06/21 17:40:00","0.0"
"22","687.5","689.1","2020/06/22 22:01:00","686.1","2020/06/22 03:04:00","12.8","20.1","2020/06/22 11:27:00","9.6","2020/06/22 18:51:00","59","37","2020/06/22 01:08:00","1.4","229","8.5","223","2020/06/22 18:29:00","0.0"
"23","688.0","689.0","2020/06/23 21:39:00","687.2","2020/06/23 04:17:00","13.2","19.3","2020/06/23 11:14:00","9.8","2020/06/23 23:50:00","57","32","2020/06/23 06:55:00","1.5","188","7.1","334","2020/06/23 20:54:00","0.0"
"24","687.7","688.6","2020/06/24 00:01:00","686.7","2020/06/24 16:05:00","12.6","20.1","2020/06/24 14:18:00","9.6","2020/06/24 19:16:00","62","44","2020/06/24 05:05:00","1.7","211","6.1","223","2020/06/24 05:43:00","0.0"
"25","687.7","688.9","2020/06/25 22:31:00","686.8","2020/06/25 16:00:00","10.6","17.1","2020/06/25 13:14:00","7.0","2020/06/25 20:22:00","79","55","2020/06/25 03:42:00","1.8","206","8.9","220","2020/06/25 19:46:00","0.5"
"26","689.0","690.5","2020/06/26 22:08:00","687.8","2020/06/26 03:46:00","10.6","16.7","2020/06/26 10:15:00","6.9","2020/06/26 01:18:00","76","45","2020/06/26 02:42:00","1.9","211","9.5","213","2020/06/26 01:46:00","0.0"
"27","689.4","690.1","2020/06/27 09:03:00","688.6","2020/06/27 03:07:00","10.9","17.4","2020/06/27 09:52:00","7.6","2020/06/27 23:44:00","72","48","2020/06/27 08:08:00","1.9","224","8.1","233","2020/06/27 00:59:00","17.0"
"28","688.7","689.6","2020/06/28 09:31:00","687.9","2020/06/28 16:49:00","11.4","17.2","2020/06/28 11:49:00","8.5","2020/06/28 00:09:00","77","50","2020/06/28 09:19:00","1.3","211","6.1","214","2020/06/28 13:33:00","0.0"
"29","687.4","688.3","2020/06/30 00:00:00","686.7","2020/06/29 05:19:00","11.3","17.0","2020/06/29 10:25:00","8.0","2020/06/29 03:41:00","79","49","2020/06/29 01:03:00","2.6","220","12.8","217","2020/06/29 04:01:00","0.0"
"30","687.1","688.2","2020/06/30 22:09:00","686.4","2020/06/30 03:37:00","12.0","18.0","2020/06/30 10:25:00","9.2","2020/06/30 04:56:00","77","54","2020/06/30 07:13:00","2.1","207","10.0","219","2020/06/30 05:38:00","0.0"
